paper_id,query
id_1705.03602,find papers about < inverse gram determinant problem analytically and traditional approach proposed >
id_1208.4842,find papers about < information improvement quantitatively and proposed method performance >
id_2004.11345,find papers about < payload systems >
id_2106.13753,find papers about < evaluating health games >
id_2112.00597,find papers about < existing strategies explore based and method requires far fewer demonstrations and require additional sources and horizon tasks impractical >
id_2007.11471,find papers about < top eigenvectors become >
id_1807.0246,find papers about < certain eulerian quasisymmetric functions and establish two new results and functions >
id_1711.02947,find papers about < commutative ring and cap product >
id_2301.07915,find papers about < fermionic greybody factors >
id_2301.10339,find papers about < cost limit and help constrained rl and constrained rl and provide additive intrinsic costs and simple yet effective framework >
id_1710.09938,find papers about < interparticle spring constant contains information and yielding point and like state deforms >
id_1903.02504,find papers about < inspired spiking neural network and von neumann hardware >
id_2308.16313,find papers about < proof given and inhomogeneous differential equations and earlier considerations and infinite order >
id_1912.04871,find papers about < underlying mathematical expressions describing and seeking policy gradient and symbolic regression >
id_1903.10977,find papers about < type methods and physical domain yield problematic eigenvalues >
id_2012.11585,find papers about < given multiple lidar sweeps >
id_1908.03197,find papers about < minimum size exactly >
id_2303.07465,find papers about < thermodynamic properties and fundamental properties and accurate electronic structure calculations and high resolution experiments >
id_2109.05859,find papers about < optical tuning and electron correlations and highly non and observe robust effective optical non >
id_1704.08827,find papers about < chiral gauge theories and model including three chiral generations and type grand unified theories based and grand unified groups broken >
id_2010.15149,find papers about < similar linguistic devices >
id_2309.17390,find papers about < forward flow field >
id_2101.12548,find papers about < aggressive quadrotor flight and create severe attitude constraints and trajectory optimization and challenging simulation environments and global reasoning capabilities >
id_2003.05681,find papers about < generalized growth model >
id_2007.06731,find papers about < optimal representation and aligned principal components and slow due >
id_2001.02964,find papers about < two distinct geomagnetic storms and study space weather events along and equatorial ionization anomaly and individual error corrections >
id_astro-ph/0510377,find papers about < high ne and solar models back >
id_1909.10244,find papers about < fks subtraction scheme beyond next and even higher orders and full electron mass dependence >
id_2302.12528,find papers about < large hermitian positive definite matrix >
id_2102.02789,find papers about < motivates weakly supervised learning and machine learning approached >
id_2010.06989,find papers about < indispensable element within and system consisting >
id_1809.02011,find papers about < slabs decay exponentially fast and ge 15d and certain unlikely exit probabilities >
id_2206.07608,find papers about < commonly used material >
id_2010.08865,find papers about < unseen hatespeech datasets and large scale user and downstream hatespeech classification task >
id_2010.13938,find papers about < ndf represent surfaces >
id_1904.12102,find papers about < based sed system and sound event detection and methods typically rely >
id_2204.0569,find papers about < benchmark active distribution network and phasor measurement units >
id_1908.06358,find papers about < exchange rates and proper tools and geometric brownian motion >
id_2107.05835,find papers about < ideal diffusion coefficients prove >
id_2102.00841,find papers about < dynamic texture and wise feature vectors computed using and based dynamic texture recognition >
id_2212.14454,find papers about < grained entity and different entities >
id_gr-qc/0310037,find papers about < attempt and explain >
id_1903.06255,find papers about < persian offline signature dataset and human labeling effort significantly and challenging pattern recognition task and fully supervised setting >
id_2006.11225,find papers about < excludes new areas >
id_1703.00205,find papers about < definite position and localized surface resonances and independent momentum and canonical momentum and surface plasmon >
id_2202.02299,find papers about < training strategy >
id_2112.02205,find papers about < 3d perception and quality 3d proposals >
id_1901.06668,find papers about < local cohomology modules >
id_2204.13196,find papers about < homogeneous equation >
id_2001.07808,find papers about < tools introduces new challenges related and removing 131 dependencies and 21 answered pull requests and maven artifacts >
id_2212.01009,find papers about < ultrathin optical bs >
id_1901.10939,find papers about < gaussian multimode entanglement and reach quantum computational advantage and gaussianity spread among various entangled modes >
id_1801.08597,find papers about < single point curvature condition and positive simplicial volume and differential geometric proof and single point rank condition >
id_1202.3887,find papers about < utilized benchmark data sets and accurate learning and called modified cuckoo search and provide faster >
id_1612.02268,find papers about < pseudogap phase and unconventional superconductivity emerges >
id_2301.00903,find papers about < omnipresent jetting activity driven and opposite polarity magnetic fields producing and solar wind acceleration >
id_cs/0601057,find papers about < experimental results obtained >
id_1702.0714,find papers about < major problem and database secure shell and layered framework prevents and strong secure shell >
id_2207.08562,find papers about < dhge outperforms baseline models >
id_2002.06715,find papers about < single neural networks and progressive neural networks and ensemble method whose computational >
id_1901.02912,find papers about < ordinary generating functions and golombek type polynomials and identify new families >
id_2109.10057,find papers about < paper also introduces and first grand challenge and art face recognition performance >
id_2107.11102,find papers about < allow probabilistic generation and particular attack tree generation and installed software packages and cyber ranges need descriptions and sufficiently similar prior works >
id_2301.06417,find papers about < revolutionary communication paradigm >
id_2204.03783,find papers about < offline solution achieves similar and established offline techniques and different application scenarios and multiple dedicated simulst models >
id_2005.07341,find papers about < smart cities and large distributed network together and reaching nash equilibrium and trustless energies trading >
id_2102.08145,find papers about < evaluate using surveyed infrastructure ground truth maps >
id_1907.12154,find papers about < mills theories and level scattering amplitudes >
id_2110.14309,find papers about < class conditional inference and foreground object masks without suppressing background objects and method achieves superior wsss results without requiring and activation aware mask refinement loss function introduces >
id_2201.00132,find papers about < optical character recognition and slow training speed due and based neural network model >
id_2104.12881,find papers about < extended corner symmetry algebra and canonical representation and corner symmetry algebra and covariant phase space formalism allowing >
id_1910.05942,find papers about < construct stellar interior models and four planet candidates and oscillation frequencies and oscillation frequencies leads >
id_1809.08516,find papers about < training data augmentation >
id_2004.07246,find papers about < black hole spin and black holes grew across cosmic time and black holes across >
id_2207.12166,find papers about < make queries and across several corpora >
id_2011.05506,find papers about < ideally reject ood images >
id_1804.08444,find papers about < often accomplished using and required linear gaussian measurements and optimal weights significantly outperforms >
id_2305.04002,find papers about < form factors and decay channels and previous results using different approaches and enhancement factors defined >
id_1502.06,find papers about < pseudoscalar resonance allows and obtain thermal relic dark matter candidates even and relic abundance set >
id_1906.03616,find papers about < state particles and thermal diffusion effects >
id_2301.0526,find papers about < prominent passive circuit elements and new physical simulator based and sheds light >
id_2301.03546,find papers about < distance top quark mass schemes and differential top quark and top quark mass >
id_1801.01298,find papers about < otherwise challenging and different lipid structures obtained and silicon dioxide qcm crystal surfaces >
id_2105.00323,find papers about < exact cache index information and channel state and global delayed channel state knowledge >
id_2003.06052,find papers about < model absent and de sitter background >
id_2012.13446,find papers about < soft materials >
id_1605.03861,find papers about < convex body and best known result and sparsification result and equal weights >
id_2206.08496,find papers about < methods need examples directly and mechanical fault detection and domain adaptation methods >
id_1612.09121,find papers about < dissimilarity measure based and clustering algorithms based and hdlss asymptotic regime >
id_1701.05645,find papers about < including single >
id_2006.03357,find papers about < reinforcement learning uses and asymptotically optimal and simplifying assumptions prepares us and reckless exploration and exploration probability depends >
id_1505.0626,find papers about < newtonian gravitation and spherically symmetric curved space and gravitational potential and newtonian wormhole >
id_1608.00294,find papers about < dimensional pauli operators and nonconstant magnetic fields perturbed and indefinite decaying electric potential v >
id_1401.821,find papers about < general discussion and classical examples >
id_2006.16083,find papers about < provides local authorities and collect passive wi and embedded system deployed >
id_1207.2718,find papers about < application run successfully and software testing life cycle and real time bank authentication applications integrated and also >
id_2209.03818,find papers about < activation process increases and potential energy profile responsible and activated process following and designing face masks >
id_1903.08403,find papers about < flat bands and rich structure and electronic structure >
id_2003.01145,find papers about < sufficient condition and colour lie algebras >
id_1708.05478,find papers about < linear codes associated >
id_1203.3023,find papers about < maximum aspects related and automatic sign language translation systems ignore many aspects and initial text and new expressive language text adapted sign modeling language tasml and model maximum raw information using machine learning >
id_math/0512069,find papers about < squared perpendicular error and best fit line >
id_2303.17158,find papers about < aggregated generative kd and quality image generation models >
id_2009.11665,find papers about < vectorized implementation upon linear algebra kernels and powerful graph analysis tool >
id_1909.10114,find papers about < bit compressed sensing problem and proposed algorithm and effective estimation performances >
id_2009.00463,find papers about < jointly optimized via automatic differentiation >
id_2008.09078,find papers about < bridge functions remain nearly invariant along phase diagram lines >
id_2302.06171,find papers about < month running sunspot number and daily solar radio flux also called targets >
id_2008.1158,find papers about < approaching object and define challenging scenarios based >
id_2005.06564,find papers about < recent years semiconducting qubits and spin qubits based and scientists intending >
id_1609.01461,find papers about < secure fusion rules designed using and fingerprint presentation attacks >
id_2008.06841,find papers about < based recurrent neural network and speculation strategy and modelling dynamic systems >
id_2205.07021,find papers about < supervised assisted active learning framework >
id_2005.02,find papers about < deep learning based medical image classifiers >
id_2005.04618,find papers about < invasive yet inexpensive method >
id_1712.09974,find papers about < simons matter theory >
id_1909.13193,find papers about < target sequence labelling tasks and framework called gated tasks interaction and several sequence labelling and multiple tasks via neural gate modules >
id_2009.10156,find papers about < modelled using essence and constraint programming problems start and standard benchmark problems well known >
id_1503.01161,find papers about < human subject experiments verify statistically significant improvements >
id_2008.02347,find papers about < proposed methodology using extensive quantitative experiments and managed care system within medicaid and work draws parallels >
id_2007.03221,find papers about < facial landmark localization across large poses and extremely efficient inference speed >
id_2110.04792,find papers about < proposed 3d instance representation learning framework achieves state and based instance representation learning network and dense instance representations and level object pose estimation and pointwise geometric characteristics >
id_1610.05693,find papers about < like scene entities and understanding continuous human actions and framework automatically parses individual manipulation streams performed either sequentially >
id_2112.09429,find papers about < stochastic training algorithm and robustly deliver good predictive performance across individual clients and nonconvex case >
id_1910.0242,find papers about < estimate personalized electrical conductivity values based and process includes intensive segmentation and volume conductor models without anatomical segmentation >
id_2105.0976,find papers about < proper lie groupoids organizes and various approaches >
id_2208.0606,find papers about < frequency correction and known fft based method falls short and subharmonics addition and patch normalization factor and frequency range >
id_2106.13906,find papers about < suitable reinforcement learning algorithm and learn neural network policies and recent approaches automatically generate >
id_1807.06955,find papers about < completely positive maps >
id_2304.10987,find papers about < moving consistency check >
id_1802.02301,find papers about < game data mining using commercial game log data and playing game and game industry and highly ranked competitors used deep learning and approach enabled researchers >
id_2107.09293,find papers about < predicted head poses act and motion field generator >
id_1808.08853,find papers about < positive weak solutions >
id_1909.06229,find papers about < obtain exactly divergence and velocity field and construct finite elements and present several new finite element discretizations >
id_2212.11956,find papers about < modified unet maintains texture discontinuities and positron emission tomography >
id_cmp-lg/9608020,find papers about < universally applicable and entire problem spaces and paper reviews >
id_2003.02885,find papers about < fully connected network and another randomly sampled agent and large system limit using mean field techniques >
id_1901.04979,find papers about < calculation and ongoing calculation and using and highly improved staggered quark action and range >
id_1901.05714,find papers about < electrostatic repulsion leads >
id_2005.10351,find papers about < developing systems whose components and selected part and many scientific fields and component among many others >
id_2209.09675,find papers about < deterministic algorithm >
id_1503.08673,find papers about < crucial variable and entanglement dissipative dynamics >
id_1912.05149,find papers about < received significant attention and actuator placements minimizing >
id_1510.04817,find papers about < evaluate fo versions and significantly extends >
id_2009.06563,find papers about < extended rogers type formulas >
id_1809.06188,find papers about < speech recognition and applied neural network >
id_1506.0568,find papers about < maruyama scheme and standard euler >
id_cs/0601062,find papers about < individual robot and model uses task >
id_2301.13458,find papers about < velocity gradient technique shows and tracing magnetic fields morphology and magnetic field and observed structure functions >
id_1810.05197,find papers about < chevron gnrs moreover and provides new design rules >
id_2211.1187,find papers about < model outperforms prior methods and domain alignment and existing nighttime datasets usually provide nighttime images and input data using predicted semantic maps >
id_2004.08206,find papers about < second one consists and art deep neural network mask >
id_2111.00551,find papers about < detecting harmful carried objects plays >
id_2109.06661,find papers about < proposal classification aims >
id_2105.05076,find papers about < multiple documentation sources and microchip design and initial documents and previous design >
id_2010.07468,find papers about < observed gradient greatly deviates and convolutional neural networks and simultaneously achieve three goals >
id_1905.02565,find papers about < performed scanning angle and local band structure and 3m homologous series and topological insulator bi2se3 >
id_1909.10517,find papers about < avoiding strong uv radiation driven outflows and keeps growing via frequent stellar mergers and infrequent stellar mergers >
id_1905.03424,find papers about < two edges and uniquely determined and proposing two defining properties and arbitrarily long query string >
id_2205.0395,find papers about < also show and strain engineering 2d semiconductors >
id_2011.04583,find papers about < two novel neural architectures and leverage neural odes and data sets >
id_quant-ph/0204110,find papers about < covariance conditions and state transformation >
id_1801.07281,find papers about < oersted torque and torque ferromagnetic resonance >
id_1905.10617,find papers about < therefore alleviate exposure bias and regressive language models >
id_2302.04585,find papers about < recently introduced turbolift learning and modelling c >
id_1307.0254,find papers about < european schools and rapidly evolving intellectual milieu included and leading thinkers traditionally associated and baconian viewpoint >
id_1601.06184,find papers about < aided successive cancellation list decoding >
id_2203.15565,find papers about < based softmax loss and class centers and positive class centers >
id_1910.02076,find papers about < current state and relative perspective and public benchmark datasets >
id_2302.01872,find papers about < 149 video clips and art vos methods and video object segmentation and new vos dataset called complex video object segmentation >
id_1802.08623,find papers about < uniqueness result and local existence >
id_1902.08713,find papers about < across mos and volumetric thermal resistance asymptotes and understanding heat flow across nanometer >
id_2207.09392,find papers about < unconventional curved geometries including bent wires and novel effects and magnetic properties due and peculiar confinement effects >
id_1907.01212,find papers about < infinite series and general quantum many and conductivity >
id_1308.3324,find papers about < trust values and agents and three different risk behaviors and expected utility >
id_1903.09972,find papers about < recently formulated model and also discussed and universal rotation curve >
id_2108.11599,find papers about < 0 technique using mixed salts and transition metal salts could and use salt 2 >
id_1812.06444,find papers about < loop order coefficients generally reduces and loop order corrections >
id_2208.04221,find papers about < extensively evaluate various methods >
id_physics/0604207,find papers about < synchronization procedures and earth frame and time transformations connect co >
id_1902.05094,find papers about < ellis theorem and thomas estimates and smaller electronic components and charge transport almost disappear >
id_cmp-lg/9807011,find papers about < task and present results and morphological base forms and based algorithms proposed >
id_1610.07606,find papers about < direct detection experiments and two dark matter candidates and predominant fraction >
id_math-ph/0403031,find papers about < classical weyl function discussed and natural poisson structure and periodic auxiliary dirac operator leads >
id_2301.09039,find papers about < driving hamiltonian consists and wise driving interaction and wise exchange interaction >
id_1702.0015,find papers about < put minority groups and world social networks and heterophilic behaviour and albert model variation >
id_1910.01088,find papers about < scale invariant quadratic gravity >
id_1709.002,find papers about < vanish exponentially fast and sdp strong converse bound and rains information introduced >
id_2108.12802,find papers about < easily combined and major impediment and offer interpretability and propagandistic content influences readers and support humans >
id_2209.04223,find papers about < latent space and conditional gan model and plausible heart pathologies >
id_1912.11743,find papers about < made via reactive spark plasma sintering >
id_2104.14787,find papers about < penalizing specific feature blocks and user guides ubayfs and ensemble feature selection technique embedded >
id_2104.09823,find papers about < lower outage probability and increasing k and higher fairness among and connectivity facilitates higher throughput >
id_physics/0612051,find papers about < alice cosmic ray detector >
id_2103.00483,find papers about < existing approaches always suffer and gram model named gcn and existing location embedding methods >
id_hep-th/0401121,find papers about < time excluding and standard cosmology and solution corresponds and conformally invariant quantum scalar field >
id_2302.02984,find papers about < enables parallel training and training policies and perform complex long >
id_2203.15924,find papers about < structural finite elements and failure may and monolithic solution approach >
id_2304.04363,find papers about < using density functional theory calculations and performed optically and compact information storage devices and cri3 layers break and dimensional heterostructure cri3 >
id_1804.0563,find papers about < additional features >
id_2106.11779,find papers about < deep reinforcement learning agents and arcade learning environment and use forward view multi and policy learning allows us >
id_1910.09388,find papers about < exploiting geometric properties and achieving inspiring empirical performance yet lacking theoretical understandings particularly and augmented classes may appear and augmented classes >
id_2104.01526,find papers about < salient images >
id_1909.03375,find papers about < pure deep neural network and proposed network comprises three major modules >
id_1906.00433,find papers about < considerations based >
id_1901.0223,find papers about < deriving efficient and tracking regret and online gradient descent >
id_1604.0536,find papers about < total force and two surfaces and repulsive force arises due >
id_2102.01013,find papers about < hypothesize semantic contents and 6 concept error rate and original model >
id_1912.03081,find papers about < technology involved and geometrical parameters and greater sensitivity and shaped neutron guide >
id_2007.06022,find papers about < system components attributing and information exchange needs >
id_2110.14377,find papers about < large smoothing iterations may cause and ndls computes influence scores based and support large scale graphs >
id_cs/0003060,find papers about < mail communication and shallow text processing and approved solutions and customer and machine learning techniques >
id_2104.09454,find papers about < radial postselection scheme and outline several use >
id_2210.10274,find papers about < host magnetic antiskyrmions and 2 k due >
id_2307.11292,find papers about < electrical muscle stimulation and articulate four player experience themes and digital bodily games focus >
id_2006.08773,find papers about < price auctions and whether and save time and different economic instruments implemented >
id_2301.10456,find papers about < charged vaidya spacetime >
id_1909.10167,find papers about < designing novel thermally and favorable solute separation >
id_1504.0622,find papers about < pumping 1 ev and room temperature and spin polarization decaying >
id_1809.11067,find papers about < humanoid soccer robot developed and solve behavior control problems >
id_1808.00566,find papers about < universal coding >
id_2110.00957,find papers about < nodes represent and competitive performance compared and feature vector determined and hidden graph features derived >
id_1904.08586,find papers about < supersymmetry breaking scale >
id_1711.0682,find papers about < actively sends data and predicted data rate differs >
id_2204.13071,find papers about < times fewer droplet realisations and fully lagrangian approach and additionally enables statistics and generalised fully lagrangian approach >
id_cond-mat/0107578,find papers about < three elementary particles >
id_1912.12224,find papers about < input variable adds and designing networked linear control systems >
id_2008.04852,find papers about < 3d objects exhibiting transparency and reconstructing complex objects and coarse shape proxies defining low frequency geometry >
id_2205.1236,find papers about < dependent maximally localized wannier functions >
id_1911.01117,find papers about < particular convolutional neural networks and allowing non linearities and training deep convolutional neural networks and could allow new frontiers >
id_2006.02868,find papers about < modelled open solar flux and existing discussions based and recent dalton minimum may >
id_2001.07824,find papers about < transition probabilities among health states remain constant and decision model commonly used and hypothetical cohort among various health states >
id_2306.08133,find papers about < entropy based language model >
id_1811.0833,find papers about < source software projects >
id_2209.06016,find papers about < also satisfy maxwell and magnetic field thresholds >
id_2202.06592,find papers about < arrived training samples and representative old training samples >
id_cs/0601063,find papers about < optimal trajectory and pattern search and f planar manipulator >
id_1810.10426,find papers about < gun proved >
id_1711.10061,find papers about < path prediction task and formula one racing tracks >
id_2011.01837,find papers about < feminine subset and based model may perform worse and weighting test samples and bias reduction within natural language processing and measuring coreference resolution dataset contains sentences >
id_1707.0139,find papers about < energy relaxation toward extended and molecular excitations couple and nuclear motion affecting excitation transport >
id_2102.05758,find papers about < reduced randomness using expanders based and subspace embedding >
id_2011.12421,find papers about < real gap and policy fine and visual domain gap >
id_2206.03223,find papers about < mobile robots need sensors and world sensors and thus allowing and simple tactile sensors >
id_2001.0823,find papers about < result yields evidence >
id_2302.04739,find papers about < scientists average >
id_1904.05694,find papers about < scale quantum information processing and scheme represents and coherent adiabatic passage and major coherence loss sets >
id_2105.04297,find papers about < valid program >
id_1903.07789,find papers about < world datasets and crowd flow forecasting system and propose using spatial graph convolution >
id_2306.1665,find papers about < external related knowledge concepts and multimodal sarcasm explanation >
id_hep-ph/0210046,find papers about < electroweak properties and electroweak current matrix element satisfies and relativistic impulse approximation and also automatically satisfies >
id_1701.06748,find papers about < anomalous chiral gauge theories >
id_2102.06454,find papers about < informed latent distribution compared and level categorical variable describing and based supervised approach >
id_1810.04361,find papers about < putting records corresponding and detecting multiple records and edges across different clusters and different physical entities >
id_1808.06541,find papers about < robustness across multiple recording setups >
id_2110.1356,find papers about < complex plane allows us and irrotational flow forbids distributed vorticity and total vortex charge must vanish and dipole configurations along >
id_1901.00687,find papers about < dense spin qubit systems without external electrometers and measure individual quantum states rapidly and silicon spin qubits form one >
id_2002.12177,find papers about < unsupervised representation evaluation metric using distribution matching and proposed unsupervised representation learning results >
id_1808.04834,find papers about < strong stellar winds and different classes >
id_1807.09837,find papers about < use visual analytic capabilities >
id_1901.11252,find papers about < defined 3d surfaces within >
id_1707.09797,find papers about < physical systems like electromagnetics and dynamic problems involving time reversal symmetry and dimensional mechanical metamaterials and study thus demonstrates and mechanisms governing static non >
id_1301.7181,find papers about < second kind and author establishes >
id_2011.12878,find papers about < phase transition and dimensional einstein gravity coupled and scale hidden sector and investigate first order phase transitions >
id_1811.12725,find papers about < leq 3 and give algorithms and new algorithms >
id_2107.04243,find papers about < help us and show distinct different properties compared and chiral phonons >
id_2007.15636,find papers about < corresponding tqd algebras and pem duality transformation and two tqd models >
id_2101.11564,find papers about < life and quasarsover 14000 sq deg and turn feed ten broad and mayall telescope >
id_quant-ph/0108089,find papers about < explicit euler substitution >
id_2306.11216,find papers about < learn balanced continuous representation trajectories and optimal vaccine distribution plan and propose two domain adversarial learning based objectives >
id_2201.02942,find papers about < perturbed lambert problem and differential correction module takes and proposed method >
id_1208.1342,find papers about < finite abelian groups and enumerating typical abelian coverings >
id_2105.08191,find papers about < adaptive video encoding approach and dense video encoding space and generate forward prediction models and total internet traffic >
id_1108.0295,find papers about < expected optimisation time and universal drift functions cannot exist and instead define drift functions >
id_2206.0751,find papers about < instance segmentation tasks performed separately and level domain adaptation method and pedestrian pose estimation >
id_1802.1002,find papers about < integrated brillouin cascaded and produces photon generated acoustic waves without phonon guiding and low loss si3n4 waveguide platform and order brillouin lasers show promise >
id_1207.4452,find papers about < pareto local optima and pareto dominance and local optima >
id_2303.07418,find papers about < art performance across diverse datasets >
id_2104.01963,find papers about < effective intrusion detection system and detecting flooding and paper conducted >
id_2103.07306,find papers about < thermal expansion coefficient and periodical grating geometry >
id_1207.6749,find papers about < dark matter annihilation and undetected point sources and unresolved point sources and cold dark matter consists >
id_1812.02895,find papers about < potentially two benefits and star tracking using event cameras and star trackers use conventional optical sensors >
id_2110.04683,find papers about < art approaches and mixmate achieves competitive performance compared and dimensional data utilize deep auto and networks require >
id_1908.04226,find papers about < relatively short qubit coherence times >
id_2203.03806,find papers about < mutual social relations and social group activity and source code and panoramic human activity recognition and granularity human activities >
id_2201.07092,find papers about < number and agent collaborative tasks and generate realistic scenarios and new deep reinforcement learning algorithm and agent deep reinforcement learning algorithms >
id_2202.10679,find papers about < graph learning models followed >
id_1810.02312,find papers about < significantly minimizing computer searches and motion may and ascertaining equivalences >
id_2210.03164,find papers about < optimal transport aligns samples across distributions and optimal transport problem >
id_1903.00279,find papers about < computational microscopy analysis and future experimental characterization >
id_2110.13265,find papers about < convex objective functions without >
id_2004.06371,find papers about < glass crystal structure and dynamic charge stripes and simultaneously active charge and experimental results challenge >
id_2106.02323,find papers about < pv production monitored >
id_1902.01522,find papers about < training images and generate physically meaningful virtual images >
id_2209.0718,find papers about < new research datasets compliant and detection approaches and desired characteristics and orient future state >
id_1911.11995,find papers about < required packets among agents and agent information and present distributed state estimation approaches and distributed time division multiple access >
id_2302.11933,find papers about < dml achieves 98 and risk potential low and deep metric learning and target robot data >
id_hep-th/0407254,find papers about < standard lorentz contraction >
id_2010.13399,find papers about < binary lcd codes using and dual codes and first introduced >
id_1911.04613,find papers about < cat state and useful resource and quantum information processing protocols and channel loss >
id_2006.10224,find papers about < local shear stress around and extensive crystalline structures >
id_1905.11957,find papers about < applications including portfolio selection and quadratic growth condition and total sample complexity improves >
id_1801.06402,find papers about < traditional graph querying and 170 surveyed users preferred and traditional techniques use structural >
id_1708.03491,find papers about < poorly constrained concentrations and gw background and sources emitting gws >
id_1803.10194,find papers about < maxwell theory and hamiltonian formalism and symplectic structure and study covers magnetic monopoles >
id_2106.07689,find papers about < training inrs previously required choosing and new loss leads and neural networks recently emerged and named implicit neural representations >
id_1912.1142,find papers about < even though many techniques and community detection >
id_2303.01344,find papers about < linear matrix inequalities and strongly decreased number >
id_1703.06852,find papers about < natural associated double flag variety and find natural explicit integral transforms >
id_2007.03796,find papers about < doping efficiency and strong organic dopant and highest doping level >
id_2104.10729,find papers about < training data and existing methods >
id_1912.069,find papers about < typically modeled >
id_2103.0778,find papers about < paper proposes new learning algorithms >
id_1808.01777,find papers about < time formalism without >
id_2306.09593,find papers about < encoded features contain and scene text removal and text features hampers >
id_2111.15339,find papers about < spatially separate users much better and investigate different antenna deployment scenarios >
id_2011.10424,find papers about < hubble space telescope and transit spectra and convective equilibrium model and corresponding transit spectroscopy calculations and wide field camera 3 >
id_1904.04729,find papers about < phonon scattering efficiency and even smaller compared and excitonic peaks provides information >
id_1801.00652,find papers about < short term changes >
id_2204.12594,find papers about < belyi pair and field and global principle and finite degree extension >
id_1905.09166,find papers about < academic campus clusters suffer and little cluster gives us and much actual resources and statistically estimate >
id_1904.12743,find papers about < test set achieved and many types and end segmentation method and cloudperu2 dataset and satellite images >
id_2206.01488,find papers about < autonomous driving entails particular challenges and safe driving using graph >
id_2209.01719,find papers about < results previously observed >
id_2202.10553,find papers about < enabling clinical users and used heatmap xai techniques and chosen explanation form and two clinical tasks >
id_1702.05251,find papers about < large file transmissions >
id_1905.07721,find papers about < associated deformation theory and also extended and finite group actions and cohomology >
id_1106.0584,find papers about < generalized partial measurements and partial measurements and switching events >
id_2201.0114,find papers about < influenza virus threatens public health and viral host would help reduce and use various machine learning models >
id_1901.05203,find papers about < predicted driving context >
id_2012.02021,find papers about < bivariate copula regression model >
id_1907.12484,find papers about < joey nmt provides many popular nmt features >
id_2003.06782,find papers about < triangular matrix algebra and gorenstein defect category >
id_2205.06059,find papers about < much denser 3d point cloud and much denser 3d point clouds and continuously increase point cloud density and proposed curl representation and maps mean larger volumes >
id_2212.06359,find papers about < various applications and song et al and square root and suitable assumptions and achieve remarkable empirical performances >
id_1212.3139,find papers about < financial news reports and identified antonym >
id_1706.06876,find papers about < unique triply degenerate nodal point and materials thus suggest and singlet vertical vibrational mode and dirac nodal lines >
id_2108.08393,find papers about < so2 transition acquired simultaneously and similar absorption and 1 mm wavelength absorption lines and two epochs and two values span >
id_1712.05175,find papers about < two descriptions >
id_2010.10663,find papers about < degenerate quasilinear hyperbolic one >
id_1807.11546,find papers about < truth human explanations and explanations may and interpret textual explanations and control networks and vehicle control commands >
id_2112.09426,find papers about < shot image restoration and true image information and siamese transformers and frame image restoration method >
id_2003.01176,find papers about < competing risks scenario and multiple real world datasets and proportional hazard model and first work involving fully parametric estimation >
id_1908.04742,find papers about < continual learning >
id_2201.08983,find papers about < new density map generation method combining geometric adaptation and crowd counting and lower crowd counting error compared and extensive experiments performed >
id_1201.5285,find papers about < coding approach and phonetic phenomenon helps and authoring named sacoph >
id_2105.14559,find papers about < marginalized joint entropy and max learning principle maximizing mutual information and new uncertainty measure and recently proposed powerbald >
id_1907.0453,find papers about < existing hierarchical bayesian models widely used >
id_2111.09883,find papers about < largest dense vision model and ade20k semantic segmentation >
id_1903.01415,find papers about < art speech and existing data sets >
id_1702.01174,find papers about < main results and give examples >
id_1712.05532,find papers about < landau free energy >
id_math/0303048,find papers about < compact nonpositively curved squared 2 and complex whose universal cover contains >
id_2102.03622,find papers about < yet limited research exists >
id_2101.04539,find papers about < effective vanet protocols >
id_1906.0356,find papers about < novel visual task called cross and 2d image input >
id_2103.10654,find papers about < index theorem and aps boundary condition and massless fermion theory >
id_2204.02399,find papers about < enforcing perturbation invariance and supervised hypergraph learning framework >
id_2104.14936,find papers about < spatiotemporal traffic time series and diverse missing scenarios and order tensor structure allows us >
id_2207.04589,find papers about < two adjacent frames and art learned video compression approaches and developing advanced video compression technologies and learned video compression framework via heterogeneous deformable compensation strategy >
id_2006.00695,find papers about < ensemble classifiers via 20 datasets using statistical testing methods >
id_2006.10648,find papers about < first known solutions and generalised monodromy map and order linear differential equation known and whose isomonodromic deformations >
id_2203.06832,find papers about < encode useful structural relations and voronoi mixture model >
id_2104.00128,find papers about < partially answers and bourgain and prove decoupling inequalities >
id_1902.00977,find papers about < charge conservation >
id_1811.07103,find papers about < volumetric imaging capability and field microscopy contrast and field incoherent microscopy >
id_1810.09805,find papers about < autonomous driving and safe traffic and head orientation >
id_1804.01799,find papers about < networking cost optimization and general networking cost optimization >
id_2004.14595,find papers about < specific data set versions and latest deep learning image analysis technologies and purpose data set >
id_1410.5523,find papers about < atomically thin tmds and room temperature and 2 ev excess energy and nanometer slabs >
id_astro-ph/0304189,find papers about < thick ultraluminous infrared galaxy and present scenario and supermassive black hole >
id_cond-mat/0701563,find papers about < density functional theory and calculated within and employing augmented plane wave plus local orbital >
id_2203.1558,find papers about < art unsupervised methods and corresponding complete point cloud and occlusion code pairs and related partial point clouds >
id_2201.13055,find papers about < approximation error >
id_2306.09087,find papers about < based direct approach and based approach >
id_2102.08009,find papers about < image domain ignoring and instance segmentation heads along and panoptic fusion module >
id_2209.06995,find papers about < based learning respectively and data selection and six text classification datasets show and trained language model fine >
id_2206.04216,find papers about < estimate overlapped neighborhoods and traditional heuristic methods and node classification and graph neural networks >
